title,score,developer,publisher,rom_name,size,running_total
Battle Arena Toshinden,7.8,Tamsoft,SCEA,Battle Arena Toshinden (USA) (Track 01).bin,14.0 MiB,69.5 GiB
Disney/Pixar Toy Story Racer,7.8,Traveller's Tales,Activision,Disney-Pixar Toy Story Racer (USA).bin,247.2 MiB,69.7 GiB
Dragon Quest VII: Fragments of the Forgotten Past,7.8,ArtePiazza,Nintendo,,,
Incredible Crisis,7.8,Polygon Magic,Titus Software,Incredible Crisis (USA).bin,688.0 MiB,70.4 GiB
MLB 2003,7.8,989 Sports,SCEA,MLB 2003 (USA).bin,523.8 MiB,70.9 GiB
NHL FaceOff 2001,7.8,SolWorks,SCEA,NHL FaceOff 2001 (USA).bin,490.1 MiB,71.4 GiB
Persona: Revelations Series,7.8,Atlus,Atlus,,,
Point Blank 3,7.8,TOSE,Namco,Point Blank 3 (USA).bin,120.2 MiB,71.5 GiB
Spider-Man 2: Enter: Electro,7.8,Vicarious Visions,Activision,Spider-Man 2 - Enter - Electro (USA) (Rev 1).bin,684.2 MiB,72.1 GiB
Tony Hawk's Pro Skater 4,7.8,Neversoft Entertainment,Activision,Tony Hawk's Pro Skater 4 (USA).bin,712.7 MiB,72.8 GiB
Mega Man Legends 2,7.8,Capcom,Capcom,Mega Man Legends 2 (USA) (Track 1).bin,587.2 MiB,73.4 GiB
Harry Potter and the Chamber of Secrets,7.7,Electronic Arts,EA Games,"Harry Potter and the Chamber of Secrets (USA) (En,Fr,Es).bin",673.7 MiB,74.1 GiB
Arc the Lad Collection,7.7,ARC Entertainment,Working Designs,Arc the Lad Collection - Arc the Lad (USA).bin,598.7 MiB,74.7 GiB
Bugs Bunny & Taz: Time Busters,7.7,Artificial Mind and Movement,Infogrames,"Bugs Bunny & Taz - Time Busters (USA) (En,Fr,Es).bin",646.7 MiB,75.3 GiB
Elemental Gearbolt,7.6,Alfa System,Working Designs,Elemental Gearbolt (USA).bin,508.3 MiB,75.8 GiB
Fear Effect 2: Retro Helix,7.6,Kronos Digital Entertainment,Eidos Interactive,Fear Effect 2 - Retro Helix (USA) (Disc 4) (Rev 1).bin,2.6 GiB,78.4 GiB
MLB 2002,7.6,989 Sports,SCEA,MLB 2002 (USA).bin,605.1 MiB,79.0 GiB
Star Trek: Invasion,7.6,Warthog,Activision,Star Trek - Invasion (USA).bin,648.2 MiB,79.6 GiB
Triple Play Baseball,7.6,EA Sports,EA Sports,Triple Play Baseball (USA).bin,545.4 MiB,80.1 GiB
X-Men: Mutant Academy 2,7.6,Paradox Development,Activision,X-Men - Mutant Academy 2 (USA) (Track 01).bin,419.5 MiB,80.6 GiB
Disney's Atlantis: The Lost Empire (2001),7.5,Eurocom,SCEA,Disney's Atlantis - The Lost Empire (USA) (Track 1).bin,325.2 MiB,80.9 GiB
Disney's 102 Dalmatians: Puppies to the Rescue,7.5,Crystal Dynamics,Eidos Interactive,Disney's 102 Dalmatians - Puppies to the Rescue (USA).bin,168.2 MiB,81.0 GiB
Strider 2,7.5,Use,Capcom,Strider 2 (USA).bin,437.8 MiB,81.5 GiB
X-Men: Mutant Academy,7.5,Paradox Development,Activision,X-Men - Mutant Academy (USA) (Track 01).bin,441.8 MiB,81.9 GiB
Dave Mirra Freestyle BMX,7.4,"Z-Axis, Ltd.",Acclaim,Dave Mirra Freestyle BMX (USA) (Rev 1) (Track 1).bin,246.1 MiB,82.1 GiB
Looney Tunes Racing,7.4,Circus Freak,Infogrames,"Looney Tunes Racing (USA) (En,Fr,Es).bin",433.8 MiB,82.6 GiB
Army Men: Air Attack 2,7.4,3DO,3DO,Army Men - Air Attack 2 (USA).bin,709.6 MiB,83.3 GiB
Capcom vs. SNK: Millennium Fight 2000 Pro,7.4,Klein Computer Entertainment,Capcom,Capcom vs. SNK - Millennium Fight 2000 Pro (Japan) (Track 1).bin,580.9 MiB,83.8 GiB
Chicken Run,7.4,Blitz Games,Eidos Interactive,Chicken Run (USA).bin,533.3 MiB,84.3 GiB
Dance Dance Revolution Disney Mix,7.4,Konami,Konami,Dance Dance Revolution - Disney Mix (USA).bin,239.7 MiB,84.6 GiB
Vanguard Bandits,7.4,S-Neo,Working Designs,Vanguard Bandits (USA).bin,544.5 MiB,85.1 GiB
Digimon Rumble Arena,7.4,Bandai,Bandai,Digimon Rumble Arena (USA).bin,254.5 MiB,85.4 GiB
Crash Bash,7.3,Eurocom,SCEA,Crash Bash (USA).bin,170.0 MiB,85.5 GiB
Gundam: Battle Assault 2,7.3,Natsume,Bandai,Gundam Battle Assault 2 (USA) (Track 1).bin,232.5 MiB,85.7 GiB
Hogs of War,7.3,Infogrames Sheffield,Infogrames,Hogs of War (USA) (Track 1).bin,413.5 MiB,86.2 GiB
Grand Theft Auto 2,7.3,DMA Design,Rockstar Games,Grand Theft Auto 2 (USA).bin,520.5 MiB,86.7 GiB
NASCAR 2001,7.3,EA Sports,EA Sports,NASCAR 2001 (USA).bin,274.9 MiB,86.9 GiB
NFL GameDay 2001,7.3,SCEA,SCEA,NFL GameDay 2001 (USA) (Track 1).bin,449.3 MiB,87.4 GiB
The Italian Job (2001),7.3,Pixelogic,Rockstar Games,"Italian Job, The (USA) (Track 1).bin",645.2 MiB,88.0 GiB
Atari Anniversary Edition,7.2,Digital Eclipse,Infogrames,Atari Anniversary Edition Redux (USA).bin,607.3 MiB,88.6 GiB
RC Revenge,7.2,Acclaim Studios Cheltenham,Acclaim,RC Revenge (USA) (Track 1).bin,461.6 MiB,89.0 GiB
Bust A Groove 2,7.2,Metro,Enix Corporation,Bust A Groove 2 (USA).bin,584.0 MiB,89.6 GiB
C-12: Final Resistance,7.2,SCE Studio Cambridge,SCEA,C-12 - Final Resistance (USA) (Track 1).bin,432.4 MiB,90.0 GiB
Dragon Valor,7.2,Namco,Namco,Dragon Valor (USA) (Disc 2) (Track 1).bin,1.2 GiB,91.2 GiB
FIFA 2002,7.1,EA Sports,EA Sports,"FIFA 2001 (USA) (En,De,Es,Nl,Sv).bin",582.5 MiB,91.8 GiB
NBA ShootOut 2001,7.1,989 Sports,SCEA,NBA ShootOut 2001 (USA) (Track 1).bin,280.4 MiB,92.0 GiB
NCAA March Madness 2001,7.1,Black Ops Entertainment,EA Sports,NCAA March Madness 2001 (USA).bin,597.8 MiB,92.6 GiB
Sheep,7.1,Minds-Eye Productions,Empire Interactive,Sheep (USA) (Track 01).bin,214.2 MiB,92.8 GiB
Time Crisis: Project Titan,7.1,Flying Tiger Development,Namco,Time Crisis - Project Titan (USA) (Track 01).bin,37.9 MiB,92.9 GiB
Destruction Derby Raw,7.1,Studio 33,Midway,Destruction Derby Raw (USA) (Track 01).bin,262.4 MiB,93.1 GiB
Yu-Gi-Oh! Forbidden Memories,7.1,KCEJ,Konami,Yu-Gi-Oh! Forbidden Memories (USA).bin,493.9 MiB,93.6 GiB
Need for Speed II,7.0,EA Canada,Electronic Arts,Need for Speed II (USA).bin,424.6 MiB,94.0 GiB
Championship Motocross 2001 Featuring Ricky Carmichael,7.0,Funcom,THQ,Championship Motocross 2001 featuring Ricky Carmichael (USA).bin,388.1 MiB,94.4 GiB
Disney's Donald Duck: Goin' Quackers,7.0,Disney Interactive Studios,Ubisoft,Disney's Donald Duck - Goin' Quackers (USA).bin,293.5 MiB,94.7 GiB
ESPN MLS GameNight,7.0,Saffire,Konami,ESPN MLS Gamenight (USA) (Track 01).bin,184.0 MiB,94.9 GiB
MTV Sports: Pure Ride,7.0,Radical Entertainment,THQ,MTV Sports - Pure Ride (USA) (Track 1).bin,388.0 MiB,95.2 GiB
NFL Blitz 2001,7.0,Avalanche Software,Midway,NFL Blitz 2001 (USA).bin,254.6 MiB,95.5 GiB
Super Shot Soccer,7.0,Tecmo,Tecmo,Super Shot Soccer (USA) (Track 1).bin,317.9 MiB,95.8 GiB
Thunder Force V,7.0,TechnoSoft,Working Designs,Thunderstrike 2 (USA) (Track 01).bin,72.4 MiB,95.9 GiB
