title,score,developer,publisher,rom_name,size,running_total
Gladiator Begins,7.8,Goshow,Aksys Games,Gladiator Begins (USA).iso,452.7 MiB,63.9 GiB
Field Commander,7.8,Sony Online Entertainment,Sony Online Entertainment,Field Commander (USA).iso,1.1 GiB,65.0 GiB
Dungeon Maker II: The Hidden War,7.8,Global A,UFO Interactive,Dungeon Maker II - The Hidden War (USA) (v1.01).iso,165.3 MiB,65.2 GiB
Black Rock Shooter: The Game,7.8,Imageepoch,NIS America,Black Rock Shooter - The Game (USA) (PSN).iso,1.3 GiB,66.4 GiB
Yu-Gi-Oh! GX Tag Force 2,7.7,Konami,Konami,Yu-Gi-Oh! GX - Tag Force 2 (USA) (v1.02).iso,1.7 GiB,68.1 GiB
Sonic Rivals 2,7.7,Backbone Entertainment,Sega,Sonic Rivals 2 (USA) (v1.01).iso,492.0 MiB,68.6 GiB
Guilty Gear Judgment,7.7,Arc System Works,Majesco,Guilty Gear Judgment (USA) (v1.01).iso,572.8 MiB,69.2 GiB
Dungeon Siege: Throne of Agony,7.7,SuperVillain Studios,Take-Two Interactive,Dungeon Siege - Throne of Agony (USA) (v1.02).iso,633.0 MiB,69.8 GiB
DJ Max Fever,7.7,Pentavision Entertainment,PM Studios Inc.,DJ Max Fever (USA) (v1.03).iso,1.6 GiB,71.4 GiB
Class of Heroes 2,7.7,Zerodiv,MonkeyPaw Games,Class of Heroes 2 (USA) (v1.01).iso,660.0 MiB,72.0 GiB
Ultimate Block Party,7.6,Magicpot,Conspiracy Entertainment,Ultimate Block Party (USA) (v1.02).iso,136.1 MiB,72.2 GiB
The Legend of Heroes: A Tear of Vermillion,7.6,Microvision,Bandai,"Legend of Heroes, The - A Tear of Vermillion (USA) (v1.01).iso",638.9 MiB,72.8 GiB
Sonic Rivals,7.6,Backbone Entertainment,Sega,Sonic Rivals (USA).iso,234.7 MiB,73.0 GiB
Power Stone Collection,7.6,Capcom,Capcom,Power Stone Collection (USA).iso,493.4 MiB,73.5 GiB
Mad Blocker Alpha: Revenge of the Fluzzles,7.6,Open Emotion Studios,Open Emotion Studios,Mad Blocker Alpha - Revenge of the Fluzzles (Europe) (v3) (minis) (PSN).iso,133.0 MiB,73.6 GiB
M.A.C.H. Modified Air Combat Heroes,7.6,VU Games,Sierra Entertainment,M.A.C.H. - Modified Air Combat Heroes (USA) (v1.01).iso,791.6 MiB,74.4 GiB
Gran Turismo: The Real Driving Simulator,7.6,Polyphony Digital,SCEA,,,
Generation of Chaos: Pandora's Reflection,7.6,Sting,NIS America,Generation of Chaos - Pandora's Reflection (USA) (PSN).iso,468.6 MiB,74.9 GiB
Dragon Ball Z: Shin Budokai,7.6,Dimps Corporation,Atari SA,Dragon Ball Z - Shin Budokai (USA).iso,311.6 MiB,75.2 GiB
Disgaea Infinite,7.6,Nippon Ichi Software,NIS America,Disgaea Infinite (USA) (v1.01).iso,267.3 MiB,75.4 GiB
1000 Tiny Claws,7.6,Mediatonic,Mediatonic,1000 Tiny Claws (USA) (minis) (PSN).iso,194.0 MiB,75.6 GiB
Star Ocean: First Departure,7.5,TOSE,Square Enix,Star Ocean - First Departure (USA).iso,1.1 GiB,76.7 GiB
Puzzle Scape Mini,7.5,Farmind Ltd,Farmind Ltd,Puzzle Scape (USA) (v1.04).iso,330.1 MiB,77.0 GiB
PoPoLoCrois,7.5,G-Artists,Agetec,PoPoLoCrois (USA).iso,1.2 GiB,78.2 GiB
Phantasy Star Portable,7.5,Alfa System,Sega,Phantasy Star Portable (USA).iso,1.0 GiB,79.2 GiB
Patapon 3,7.5,SCE Japan Studio,SCEA,"Patapon 3 (USA) (En,Fr,Es,Pt).iso",530.2 MiB,79.7 GiB
Need for Speed Underground Rivals,7.5,Team Fusion,EA Games,Need for Speed - Underground Rivals (USA).iso,843.8 MiB,80.5 GiB
NBA Street Showdown,7.5,EA Canada,EA Sports Big,NBA Street Showdown (USA).iso,1.1 GiB,81.6 GiB
