title,score,developer,publisher,rom_name,size,running_total
Yu-Gi-Oh! Capsule Monster Coliseum,8.5,WinkySoft,Konami,Yu-Gi-Oh! Capsule Monster Coliseum (USA).iso,1.9 GiB,215.9 GiB
WRC: World Rally Championship,8.5,Evolution Studios,Bam Entertainment,WRC - World Rally Championship (USA).iso,2.6 GiB,218.5 GiB
Transformers (2004),8.5,Melbourne House,Atari SA,Transformers (USA).iso,2.7 GiB,221.2 GiB
The King of Fighters XI,8.5,SNK Playmore,SNK Playmore,"King of Fighters XI, The (USA, Canada).iso",2.3 GiB,223.5 GiB
Tekken Tag Tournament,8.5,Namco,Namco,Tekken Tag Tournament (USA) (v2.00).bin,694.4 MiB,224.2 GiB
Suikoden V,8.5,Konami,Konami,Suikoden V (USA).iso,4.2 GiB,228.4 GiB
Shinobi (2002),8.5,Overworks,Sega,Shinobi (USA).iso,1.2 GiB,229.6 GiB
Rumble Racing,8.5,Electronic Arts,Electronic Arts,"Rumble Racing (Europe) (En,Fr,De).bin",665.6 MiB,230.2 GiB
Ring of Red,8.5,Konami,Konami,Ring of Red (USA).bin,555.7 MiB,230.8 GiB
Onimusha: Dawn of Dreams,8.5,Capcom,Capcom,Onimusha - Dawn of Dreams (USA) (Disc 2).iso,8.7 GiB,239.5 GiB
Naruto: Ultimate Ninja 3,8.5,CyberConnect2,Namco Bandai Games,Naruto - Ultimate Ninja 3 (USA).iso,3.8 GiB,243.3 GiB
Hot Shots Golf 3,8.5,Clap Hanz,SCEA,Hot Shots Golf 3 (USA) (v2.00).iso,1.2 GiB,244.5 GiB
Growlanser: Heritage of War,8.5,Career Soft,Atlus,Growlanser - Heritage of War (USA).iso,3.8 GiB,248.4 GiB
Front Mission 4,8.5,Square Enix,Square Enix,Front Mission 4 (USA).iso,1.9 GiB,250.2 GiB
Fatal Frame,8.5,Tecmo,Tecmo,Fatal Frame (USA).iso,2.6 GiB,252.8 GiB
DDRMAX: Dance Dance Revolution,8.5,KCET,Konami,DDRMAX - Dance Dance Revolution (USA).iso,1.2 GiB,254.0 GiB
Champions of Norrath,8.5,Snowblind Studios,Sony Online Entertainment,Champions of Norrath (USA).iso,7.7 GiB,261.7 GiB
Castlevania: Lament of Innocence,8.5,KCET,Konami,Castlevania - Lament of Innocence (USA).iso,2.8 GiB,264.5 GiB
Yu-Gi-Oh! The Duelists of the Roses,8.4,Konami,Konami,Yu-Gi-Oh! The Duelists of the Roses (USA).iso,2.0 GiB,266.5 GiB
The King of Fighters 2006,8.4,SNK Playmore,SNK Playmore,"King of Fighters 2006, The (USA).iso",2.0 GiB,268.5 GiB
SOCOM: U.S. Navy SEALs,8.4,Zipper Interactive,SCEA,SOCOM - U.S. Navy SEALs (USA) (v3.00).iso,3.3 GiB,271.7 GiB
Rumble Roses,8.4,Yuke's,Konami,Rumble Roses (USA).iso,3.2 GiB,275.0 GiB
Quake III Revolution,8.4,Bullfrog Productions,Electronic Arts,Quake III - Revolution (USA).bin,711.0 MiB,275.6 GiB
Onimusha 2: Samurai's Destiny,8.4,Capcom,Capcom,Onimusha 2 - Samurai's Destiny (USA).iso,3.5 GiB,279.2 GiB
Odin Sphere,8.4,Vanillaware,Atlus,Odin Sphere (USA).iso,3.2 GiB,282.4 GiB
Nobunaga's Ambition: Rise to Power,8.4,Koei,Koei,Nobunaga's Ambition - Rise to Power (USA).iso,2.8 GiB,285.2 GiB
King's Field: The Ancient City,8.4,From Software,Agetec,King's Field - The Ancient City (USA).iso,3.2 GiB,288.5 GiB
Kessen,8.4,Koei,Electronic Arts,Kessen (USA).iso,4.2 GiB,292.7 GiB
Ghosthunter (2003),8.4,SCE Studio Cambridge,Namco,Ghosthunter (USA).iso,2.2 GiB,294.9 GiB
Downhill Domination,8.4,Incognito Inc.,SCEA,Downhill Domination (USA).iso,2.4 GiB,297.2 GiB
Contra: Shattered Soldier,8.4,KCET,Konami,"Contra - Shattered Soldier (USA) (En,Fr,Es).bin",717.2 MiB,297.9 GiB
Tourist Trophy,8.3,Polyphony Digital,SCEA,Tourist Trophy (USA).iso,2.8 GiB,300.7 GiB
Suikoden Tactics,8.3,Konami,Konami,Suikoden Tactics (USA).iso,1.3 GiB,302.0 GiB
Stella Deus: The Gate of Eternity,8.3,Pinegrow,Atlus,Stella Deus - The Gate of Eternity (USA).iso,3.5 GiB,305.5 GiB
Steambot Chronicles,8.3,Irem,Atlus,Steambot Chronicles (USA).iso,2.5 GiB,308.0 GiB
Rygar: The Legendary Adventure,8.3,Tecmo,Tecmo,Rygar - The Legendary Adventure (USA).iso,1.7 GiB,309.7 GiB
Raw Danger!,8.3,Irem,Agetec,Raw Danger (USA).iso,1.5 GiB,311.2 GiB
Radiata Stories,8.3,Tri-Ace,Square Enix,Radiata Stories (USA).iso,4.3 GiB,315.5 GiB
Maximo vs Army of Zin,8.3,Capcom,Capcom,Maximo vs Army of Zin (USA).iso,1.1 GiB,316.6 GiB
Kya: Dark Lineage,8.3,Eden Studios,Atari SA,Kya - Dark Lineage (USA).iso,1.8 GiB,318.4 GiB
Karaoke Revolution (2003),8.3,Harmonix Music Systems,Konami,Karaoke Revolution (USA).iso,1.7 GiB,320.2 GiB
Frequency,8.3,Harmonix Music Systems,SCEA,Frequency (USA).bin,427.7 MiB,320.6 GiB
FIFA 2001,8.3,EA Canada,Electronic Arts,"FIFA 2001 (USA) (En,De,Es,Nl,Sv).bin",505.5 MiB,321.1 GiB
Echo Night Beyond,8.3,From Software,Agetec,Echo Night - Beyond (USA).iso,1.6 GiB,322.7 GiB
Astro Boy,8.3,Sonic Team,Sega,Astro Boy (USA).iso,4.3 GiB,327.1 GiB
Ar tonelico II: Melody of Metafalica,8.3,Gust,NIS America,Ar tonelico II - Melody of Metafalica (USA).iso,4.1 GiB,331.2 GiB
Yakuza,8.2,Amusement Vision,Sega,Yakuza (USA).iso,4.1 GiB,335.2 GiB
WWE SmackDown! vs. Raw,8.2,Yuke's,THQ,WWE SmackDown! vs. Raw (USA).iso,4.1 GiB,339.3 GiB
Tokyo Xtreme Racer DRIFT 2,8.2,Genki,Crave,Tokyo Xtreme Racer 3 (USA).iso,2.7 GiB,342.0 GiB
Theme Park Roller Coaster,8.2,Bullfrog Productions,Electronic Arts,Theme Park Roller Coaster (USA).bin,571.5 MiB,342.6 GiB
Summoner 2,8.2,Volition Inc.,THQ,Summoner 2 (USA).iso,2.9 GiB,345.5 GiB
Shin Megami Tensei: Nocturne,8.2,Atlus,Atlus,Shin Megami Tensei - Nocturne (USA).iso,4.0 GiB,349.5 GiB
Shin Megami Tensei: Digital Devil Saga 2,8.2,Atlus,Atlus,Shin Megami Tensei - Digital Devil Saga 2 (USA).iso,4.4 GiB,353.8 GiB
Romancing SaGa,8.2,Square Enix,Square Enix,Romancing SaGa (USA).iso,4.2 GiB,358.1 GiB
Resident Evil Outbreak File #2,8.2,Capcom,Capcom,Resident Evil - Outbreak - File 2 (USA).iso,4.4 GiB,362.4 GiB
Nightshade (2003),8.2,Overworks,Sega,Nightshade (USA).iso,3.6 GiB,366.0 GiB
Karaoke Revolution Volume 3,8.2,Harmonix Music Systems,Konami,Karaoke Revolution Volume 3 (USA).iso,1.7 GiB,367.8 GiB
Gitaroo Man,8.2,Koei/Inis,Koei,Gitaroo Man (USA).iso,2.7 GiB,370.4 GiB
Extermination,8.2,Deep Space,SCEA,Extermination (USA).iso,1.9 GiB,372.3 GiB
Drakan: The Ancients' Gates,8.2,Surreal Software,SCEA,Drakan - The Ancients' Gates (USA).iso,1.7 GiB,374.1 GiB
DDRMAX2: Dance Dance Revolution,8.2,Konami,Konami,DDRMAX2 - Dance Dance Revolution (USA).iso,1.2 GiB,375.2 GiB
Blood Will Tell,8.2,Sega,Sega,,,
ATV Offroad Fury 2,8.2,Rainbow Studios,SCEA,ATV Offroad Fury 2 (USA) (v2.00).iso,4.2 GiB,379.4 GiB
ATV Offroad Fury,8.2,Rainbow Studios,SCEA,ATV Offroad Fury (USA) (v3.01).iso,841.5 MiB,380.2 GiB
Armored Core 2,8.2,From Software,Agetec,Armored Core 2 (USA).iso,3.3 GiB,383.5 GiB
Ar tonelico: Melody of Elemia,8.2,Gust,NIS America,Ar tonelico - Melody of Elemia (USA).iso,2.9 GiB,386.5 GiB
TimeSplitters,8.1,Free Radical Design,Eidos Interactive,TimeSplitters (USA) (v2.00).bin,686.2 MiB,387.1 GiB
Time Crisis II,8.1,Namco,Namco,Time Crisis II (USA).bin,703.7 MiB,387.8 GiB
Time Crisis 3,8.1,Namco,Namco,Time Crisis 3 (USA).iso,1.6 GiB,389.4 GiB
Space Channel 5: Special Edition,8.1,UGA,Agetec,Space Channel 5 - Special Edition (USA) (Disc 2).iso,2.3 GiB,391.7 GiB
Shining Force EXA,8.1,Neverland,Sega,Shining Force EXA (USA).iso,2.9 GiB,394.6 GiB
