title,score,developer,publisher
Red Faction: Guerrilla,8.5,Volition Inc.,THQ
Skate 2,8.5,EA Black Box,EA Games
Skate 3,8.5,EA Black Box,Electronic Arts
Sonic Unleashed,8.5,Sonic Team,Sega
SoulCalibur IV,8.5,Project Soul,Namco Bandai Games
The Wolf Among Us: Episode 5 - Cry Wolf,8.5,Telltale Games,Telltale Games
Tom Clancy's Splinter Cell: Conviction,8.5,Ubisoft Montreal,Ubisoft
Tom Clancy's Splinter Cell: Conviction - Deniable Ops Insurgency Pack,8.5,Ubisoft Montreal,Ubisoft
Tom Clancy's Splinter Cell: Double Agent,8.5,Ubisoft Shanghai,Ubisoft
Toy Soldiers: Cold War,8.5,Signal Studios,Microsoft Game Studios
Transformers: Fall of Cybertron,8.5,High Moon Studios,Activision
Trials Evolution: Origin of Pain,8.5,RedLynx,Microsoft Game Studios
Trine 2,8.5,"Frozenbyte, Inc.","Frozenbyte, Inc."
UFC Undisputed 3,8.5,Yuke's,THQ
2010 FIFA World Cup South Africa,8.4,Electronic Arts,EA Sports
Assassin's Creed III,8.4,Ubisoft,Ubisoft
Battlefield 3,8.4,EA DICE,Electronic Arts
Ben 10 Alien Force: Vilgax Attacks,8.4,Papaya Studio,D3Publisher
Bomberman Live,8.4,Backbone Entertainment,Hudson Entertainment
Borderlands,8.4,Gearbox Software,2K Games
Bulletstorm,8.4,People Can Fly,Electronic Arts
Bully: Scholarship Edition,8.4,Rockstar Vancouver,Rockstar Games
Call of Duty: World at War,8.4,Treyarch,Activision
Child of Eden,8.4,Q Entertainment,Ubisoft
Crysis 2,8.4,Crytek,EA Games
Dark Souls II: Crown of the Ivory King,8.4,Namco Bandai Games,Bandai Namco Games
Dishonored: The Knife of Dunwall,8.4,Arkane Studios,Bethesda Softworks
DJ Hero,8.4,FreeStyleGames,Activision
DOOM II,8.4,id Software,Bethesda Softworks
F1 2010,8.4,Codemasters Birmingham,Codemasters
F1 2011,8.4,Codemasters,Codemasters
F1 2012,8.4,Codemasters,Codemasters
FIFA 14,8.4,EA Canada,EA Sports
FlatOut: Ultimate Carnage,8.4,Bugbear,Warner Bros. Interactive Entertainment
Guardians of Middle-Earth,8.4,Monolith Productions,Warner Bros. Interactive Entertainment
Guitar Hero: Metallica,8.4,Neversoft Entertainment,Activision
Hell Yeah! Wrath of the Dead Rabbit,8.4,Arkedo Studio,Sega
Iron Brigade,8.4,Double Fine Productions,Microsoft Game Studios
LEGO Star Wars: The Complete Saga,8.4,Traveller's Tales,LucasArts
Lost Odyssey,8.4,Mistwalker,Microsoft Game Studios
Madden NFL 11,8.4,EA Tiburon,Electronic Arts
Mass Effect 3: Citadel,8.4,BioWare,Electronic Arts
Metro: Last Light,8.4,4A Games,Deep Silver
Might & Magic: Clash of Heroes,8.4,Capy Games,Ubisoft
Naruto Shippuden: Ultimate Ninja Storm 2,8.4,CyberConnect2,Namco Bandai Games
NBA 2K7,8.4,Visual Concepts,2K Sports
Need for Speed: Most Wanted,8.4,Criterion Games,Electronic Arts
Outland,8.4,Housemarque,Ubisoft
Pinball FX 2: Epic Quest,8.4,Zen Studios,Zen Studios
Resident Evil 4 HD,8.4,Capcom,Capcom
Saints Row 2,8.4,Volition Inc.,THQ
Saints Row: The Third,8.4,Volition Inc.,THQ
Samurai Warriors 2,8.4,Omega Force,Koei
Sid Meier's Civilization Revolution,8.4,Firaxis Games,2K Games
Sonic & All-Stars Racing Transformed,8.4,Sumo Digital,Sega
Sonic Generations,8.4,Sonic Team,Sega
Sonic the Hedgehog 2,8.4,M2,Sega
'Splosion Man,8.4,Twisted Pixel Games,Twisted Pixel Games
Stacking,8.4,Double Fine Productions,THQ
The King of Fighters XIII,8.4,SNK Playmore,Atlus
The Walking Dead: Episode 2 - Starved for Help,8.4,Telltale Games,Telltale Games
The Walking Dead: Season Two Episode 5 - No Going Back,8.4,Telltale Games,Telltale Games
Tiger Woods PGA Tour 09,8.4,EA Tiburon,Electronic Arts
Top Spin 4,8.4,2K Czech,2K Sports
Toy Soldiers,8.4,Signal Studios,Microsoft Game Studios
UFC Undisputed 2010,8.4,Yuke's,THQ
Ultra Street Fighter IV,8.4,Capcom,Capcom
Viva Pinata,8.4,Rare Ltd.,Microsoft Game Studios
Viva Pinata: Trouble in Paradise,8.4,Rare Ltd.,Microsoft Game Studios
Worms 2: Armageddon,8.4,Team17,Team17
Battlefield 1943,8.3,EA DICE,Electronic Arts
Battlefield 3: Back to Karkand,8.3,EA DICE,Electronic Arts
Battlefield: Bad Company,8.3,EA DICE,EA Games
Battlestations: Pacific,8.3,Eidos Interactive,Eidos Interactive
Bejeweled 3,8.3,PopCap,PopCap
Borderlands 2: Mr. Torgue's Campaign of Carnage,8.3,Gearbox Software,2K Games
Call of Duty: Black Ops II,8.3,Treyarch,Activision
Castlevania: Lords of Shadow,8.3,Mercury Steam,Konami
Costume Quest: Grubbins on Ice,8.3,Double Fine Productions,THQ
Crackdown,8.3,Realtime Worlds,Microsoft Game Studios
Darksiders,8.3,Vigil Games,THQ
Darksiders II,8.3,Vigil Games,THQ
DiRT,8.3,Codemasters,Codemasters
Dust: An Elysian Tail,8.3,Humble Hearts,Microsoft Game Studios
Fallout 3: Point Lookout,8.3,Bethesda Game Studios,Bethesda Softworks
Fallout: New Vegas - Old World Blues,8.3,Obsidian Entertainment,Bethesda Softworks
Far Cry 3: Blood Dragon,8.3,Ubisoft Montreal,Ubisoft
Ghostbusters: The Video Game,8.3,Terminal Reality,Atari SA
Halo 3: ODST,8.3,Bungie,Microsoft Game Studios
Hydro Thunder Hurricane,8.3,Vector Unit,Microsoft Game Studios
ilomilo,8.3,Southend Interactive,Microsoft Game Studios
Madden NFL 09,8.3,EA Tiburon,Electronic Arts
Magic: Duels of the Planeswalkers 2014,8.3,Stainless Games,Microsoft Game Studios
Ms. 'Splosion Man,8.3,Twisted Pixel Games,Twisted Pixel Games
N+,8.3,Slick Entertainment,Microsoft Game Studios
NCAA Football 10,8.3,EA Tiburon,Electronic Arts
Need for Speed: Most Wanted (2005),8.3,EA Canada,Electronic Arts
Need for Speed: Shift,8.3,Slightly Mad Studios,EA Games
NHL 13,8.3,Electronic Arts,Electronic Arts
Orcs Must Die!,8.3,Robot Entertainment,Robot Entertainment
Pac-Man Championship Edition,8.3,Namco Bandai Games,Namco Bandai Games
Persona 4 Arena,8.3,Arc System Works,Atlus
Pinball Hall of Fame: The Williams Collection,8.3,Farsight Studios,System 3
RAGE: The Scorchers,8.3,id Software,Bethesda Softworks
Rango (2011),8.3,Behaviour Interactive,Paramount Digital Entertainment
Resident Evil 5,8.3,Capcom,Capcom
Resident Evil Code: Veronica X,8.3,Capcom,Capcom
Rock of Ages,8.3,ACE Team,Atlus
Sine Mora,8.3,Grasshopper Manufacture,Microsoft Game Studios
SkyDrift,8.3,Digital Reality,Digital Reality
Skylanders Swap Force,8.3,Vicarious Visions,Activision
Sonic & Sega All-Stars Racing,8.3,Sumo Digital,Sega
Spec Ops: The Line,8.3,Yager,2K Games
Spider-Man: Web of Shadows,8.3,Shaba Games,Activision
Street Fighter X Tekken,8.3,Capcom,Capcom
Super Puzzle Fighter II Turbo HD Remix,8.3,Backbone Entertainment,Capcom
Tekken Tag Tournament 2,8.3,Namco Bandai Games,Namco Bandai Games
Test Drive Unlimited,8.3,Eden Studios,Atari SA
The Misadventures of P.B. Winterbottom,8.3,The Odd Gentlemen,2K Play
The Splatters,8.3,SpikySnail Games Studio,Microsoft Game Studios
Titanfall,8.3,Respawn Entertainment,Electronic Arts
Tomb Raider: Anniversary,8.3,Crystal Dynamics,Eidos Interactive
UFC Undisputed 2009,8.3,Yuke's,THQ
Wolfenstein,8.3,Raven Software,Activision
Akai Katana,8.2,Cave,Rising Star Games
Alice: Madness Returns,8.2,Spicy Horse,Electronic Arts
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,8.2,Ubisoft Montreal,Ubisoft
Brutal Legend,8.2,Double Fine Productions,EA Games
Call of Duty 3,8.2,Treyarch,Activision
Catherine,8.2,Atlus,Atlus
Command & Conquer 3: Tiberium Wars,8.2,EA LA,EA Games
Costume Quest,8.2,Double Fine Productions,THQ
Dance Central (2010),8.2,Harmonix Music Systems,MTV Games
Dark Souls II: Crown of the Old Iron King,8.2,From Software,Namco Bandai Games
Darkstalkers Resurrection,8.2,Iron Galaxy Studios,Capcom
Deadly Premonition,8.2,Access Games,Ignition Entertainment
Dragon Ball Z Budokai HD Collection,8.2,Pyramid,Namco Bandai Games
DreamWorks Bee Movie Game,8.2,Beenox,Activision
Driver: San Francisco,8.2,Ubisoft Reflections,Ubisoft
Enslaved: Odyssey to the West,8.2,Ninja Theory,Namco Bandai Games
Fallout 3: Broken Steel,8.2,Bethesda Game Studios,Bethesda Softworks
FIFA 08 Soccer,8.2,EA Canada,EA Sports
Final Fantasy XIII,8.2,Square Enix,Square Enix
Halo: Combat Evolved Anniversary,8.2,343 Industries,Microsoft Game Studios
Halo Wars,8.2,Ensemble Studios,Microsoft Game Studios
Joe Danger 2: The Movie,8.2,Hello Games,Microsoft Game Studios
Marvel: Ultimate Alliance,8.2,Raven Software,Activision
Mega Man 9,8.2,Inti Creates,Capcom
Metal Gear Rising: Revengeance,8.2,PlatinumGames,Konami
Midnight Club: Los Angeles,8.2,Rockstar San Diego,Rockstar Games
Minecraft,8.2,4J Studios,Microsoft Game Studios
NBA 2K10,8.2,Visual Concepts,2K Sports
NCAA Football 12,8.2,EA Sports,EA Sports
Prince of Persia Classic,8.2,Gameloft,Ubisoft
Pro Evolution Soccer 2013,8.2,Konami,Konami
Prototype (2009),8.2,Radical Entertainment,Activision
Raiden IV,8.2,Moss,UFO Interactive
Rocksmith,8.2,Ubisoft,Ubisoft
Shadows of the Damned,8.2,Grasshopper Manufacture,Electronic Arts
Shift 2: Unleashed,8.2,Slightly Mad Studios,Electronic Arts
Smash T.V.,8.2,Digital Eclipse,Midway
Sonic CD,8.2,Sega,Sega
Split/Second,8.2,Black Rock Studio,Disney Interactive Studios
SSX,8.2,EA Canada,EA Sports
Tales of Vesperia,8.2,Bandai Namco Games,Namco Bandai Games
Terraria,8.2,Engine Software,505 Games
The Adventures of Shuggy,8.2,Smudged Cat Games,Valcon Games
The Chronicles of Riddick: Assault on Dark Athena,8.2,Starbreeze,Atari SA
The Darkness (2007),8.2,Starbreeze,2K Games
The Dishwasher: Vampire Smile,8.2,Ska Studios,Microsoft Game Studios
The Pinball Arcade,8.2,Farsight Studios,Farsight Studios
The Walking Dead: Episode 4 - Around Every Corner,8.2,Telltale Games,Telltale Games
The Walking Dead: Season Two Episode 3 - In Harm's Way,8.2,Telltale Games,Telltale Games
The Wolf Among Us: Episode 1 - Faith,8.2,Telltale Games,Telltale Games
Tom Clancy's Rainbow Six: Vegas 2,8.2,Ubisoft Montreal,Ubisoft
Tom Clancy's Splinter Cell: Blacklist,8.2,Ubisoft Toronto,Ubisoft
Tony Hawk's American Wasteland,8.2,Neversoft Entertainment,Activision
Unreal Tournament III,8.2,Epic Games,Midway
Warriors Orochi 2,8.2,Omega Force,Koei
Warriors Orochi 3,8.2,Omega Force,Tecmo Koei Games
You Don't Know Jack (2011),8.2,Jellyvision,THQ
Assassin's Creed,8.1,Ubisoft Montreal,Ubisoft
"Batman: Arkham Origins - Cold, Cold Heart",8.1,WB Games Montreal,Warner Bros. Interactive Entertainment
Binary Domain,8.1,Ryu ga Gotoku Studios,Sega
Borderlands 2: Captain Scarlett and Her Pirate's Booty,8.1,Gearbox Software,2K Games
Borderlands: The Zombie Island of Dr. Ned,8.1,Gearbox Software,2K Games
Call of Juarez: Gunslinger,8.1,Techland,Ubisoft
Catan (2003),8.1,Big Huge Games,Microsoft Game Studios
College Hoops 2K8,8.1,Visual Concepts,2K Sports
Crysis,8.1,Crytek,EA Games
Dark Souls II: Crown of the Sunken King,8.1,Namco Bandai Games,Bandai Namco Games
Daytona USA (2011),8.1,Sega AM2,Sega
DeathSpank: Thongs of Virtue,8.1,Hothead Games,EA Partners
Duke Nukem 3D,8.1,3D Realms,3D Realms
Dungeon Siege III: Treasures of the Sun,8.1,Obsidian Entertainment,Square Enix
Dynasty Warriors 7,8.1,Omega Force,Koei Tecmo Games
Golden Axe (1989),8.1,Backbone Entertainment,Sega
Halo: Reach - Defiant Map Pack,8.1,Bungie,Microsoft Game Studios
Import Tuner Challenge,8.1,Genki,Ubisoft
Injustice: Gods Among Us,8.1,NetherRealm Studios,Warner Bros. Interactive Entertainment
Just Cause 2,8.1,Avalanche Studios,Square Enix
Kameo: Elements of Power,8.1,Rare Ltd.,Microsoft Game Studios
Kinect Party,8.1,Double Fine Productions,Microsoft Game Studios
Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,8.1,Big Huge Games,Electronic Arts
Left 4 Dead 2: The Passing,8.1,Valve Software,Electronic Arts
Lego Star Wars II: The Original Trilogy,8.1,Traveller's Tales,LucasArts
LEGO The Lord of the Rings,8.1,TT Games,Warner Bros. Interactive Entertainment
Madden NFL 13,8.1,EA Tiburon,EA Sports
Mafia II,8.1,2K Czech,2K Games
Mass Effect 2: Overlord,8.1,BioWare,EA Games
Mini Ninjas,8.1,Io Interactive,Eidos Interactive
Monaco: What's Yours Is Mine,8.1,Pocketwatch Games,Pocketwatch Games
Monday Night Combat,8.1,Uber Entertainment,Microsoft Game Studios
NBA 2K6,8.1,Visual Concepts,2K Sports
NBA 2K8,8.1,Visual Concepts,2K Sports
NHL 14,8.1,Electronic Arts,Electronic Arts
Ninja Gaiden II,8.1,Team Ninja,Tecmo
Perfect Dark Zero,8.1,Rare Ltd.,Microsoft Game Studios
Prince of Persia,8.1,Ubisoft Montreal,Ubisoft
Puzzle Quest 2,8.1,Infinite Interactive,D3Publisher
RAGE,8.1,id Software,Bethesda Softworks
Renegade Ops,8.1,Avalanche Studios,Sega
Ridge Racer 6,8.1,Namco,Namco
Rockstar Games presents Table Tennis,8.1,Rockstar San Diego,Rockstar Games
Saints Row (2006),8.1,Volition Inc.,THQ
Saints Row IV,8.1,Volition Inc.,Deep Silver
Samurai Warriors 2 Empires,8.1,Omega Force,Koei
Sensible World of Soccer,8.1,Codemasters,Codemasters
Skulls of the Shogun,8.1,17-Bit,Microsoft Game Studios
SoulCalibur II HD Online,8.1,Project Soul,Namco Bandai Games
Super Time Force,8.1,Capy Games,Capy Games
The Gunstringer,8.1,Twisted Pixel Games,Twisted Pixel Games
The King of Fighters '98 Ultimate Match,8.1,SNK Playmore,Ignition Entertainment
Torchlight,8.1,Runic Games,Microsoft Game Studios
Disney/Pixar Toy Story 3,8.1,Avalanche Software,Disney Interactive Studios
Trials Evolution: The Riders of Doom,8.1,RedLynx,Microsoft Game Studios
Universe at War: Earth Assault,8.1,Petroglyph,Sega
Uno,8.1,Carbonated Games,Microsoft Game Studios
Virtua Fighter 5 Final Showdown,8.1,Sega AM2,Sega
Warriors Orochi,8.1,Omega Force,Koei
WWE SmackDown vs. Raw 2007,8.1,Yuke's,THQ
X-MEN ORIGINS: WOLVERINE,8.1,Raven Software,Activision
Your Shape: Fitness Evolved,8.1,Ubisoft Montreal,Ubisoft
Ace Combat 6: Fires of Liberation,8.0,Project Aces ,Namco Bandai Games
Alan Wake: The Writer,8.0,Remedy Entertainment,Microsoft Game Studios
Anarchy Reigns,8.0,PlatinumGames,Sega
Assassin's Creed: Revelations,8.0,Ubisoft Montreal,Ubisoft
Banjo-Kazooie,8.0,Rare Ltd.,Nintendo
Cloning Clyde,8.0,NinjaBee,NinjaBee
Condemned 2: Bloodshot,8.0,Monolith Productions,Sega
Dead or Alive 5,8.0,Team Ninja,Tecmo Koei Games
Double Fine Happy Action Theater,8.0,Double Fine Productions,Microsoft Game Studios
Dragon Age: Origins - Awakening,8.0,BioWare,Electronic Arts
Dragon's Dogma: Dark Arisen,8.0,QLOC,Capcom
EA Sports MMA,8.0,EA Tiburon,EA Sports
