title,score,developer,publisher,rom_name,size,running_total
Dawn of Discovery,8.1,Blue Byte,Ubisoft,Dawn of Discovery (USA).iso,4.4 GiB,495.8 GiB
Dokapon Kingdom,8.1,Sting,Atlus,Dokapon Kingdom (USA).iso,4.4 GiB,500.1 GiB
EA Sports Active,8.1,EA Canada,EA Sports,"EA Sports Active - More Workouts (USA) (En,Fr).iso",4.4 GiB,504.5 GiB
escapeVektor: Chapter 1,8.1,Nnooo,Nnooo,escapeVektor - Chapter 1 (USA) (WiiWare).wad,23.2 MiB,504.5 GiB
GoldenEye 007 (2010),8.1,Eurocom,Activision,"GoldenEye 007 (USA) (En,Fr).iso",4.4 GiB,508.9 GiB
LostWinds,8.1,Frontier Developments,Frontier Developments,LostWinds (USA) (WiiWare).wad,35.1 MiB,508.9 GiB
Madden NFL 07,8.1,EA Tiburon,EA Sports,Madden NFL 07 (USA).iso,4.4 GiB,513.3 GiB
Mario Super Sluggers,8.1,Namco Bandai Games,Nintendo,"Mario Super Sluggers (USA) (En,Fr,Es).iso",4.4 GiB,517.7 GiB
Mega Man 10,8.1,Inti Creates,Capcom,Mega Man 10 (USA) (WiiWare) (DLC).wad,390.4 KiB,517.7 GiB
Muramasa: The Demon Blade,8.1,Vanillaware,Ignition Entertainment,Muramasa - The Demon Blade (USA).iso,4.4 GiB,522.1 GiB
Naruto: Clash of Ninja Revolution 2,8.1,Eighting,Tomy Corporation,"Naruto - Clash of Ninja Revolution 2 (USA) (En,Fr,Es).iso",4.4 GiB,526.5 GiB
Nintendo Wii,8.1,Nintendo,Nintendo,Hajimete no Wii (Japan) (Rev 1).iso,4.4 GiB,530.8 GiB
Pandora's Tower,8.1,Ganbarion,XSEED Games,"Pandora's Tower (USA) (En,Fr,Es).iso",4.4 GiB,535.2 GiB
Phineas and Ferb: Across the 2nd Dimension,8.1,High Impact Games,Disney Interactive Studios,Disney Phineas and Ferb - Across the 2nd Dimension (USA).iso,4.4 GiB,539.6 GiB
Rage of the Gladiator,8.1,Ghostfire Games,Ghostfire Games,Rage of the Gladiator (USA) (WiiWare).wad,40.1 MiB,539.6 GiB
Skylanders: Spyro's Adventure,8.1,Toys for Bob,Activision,"Skylanders - Spyro's Adventure (USA) (En,Fr) (Rev 1).iso",4.4 GiB,544.0 GiB
Sonic the Hedgehog 4: Episode 1,8.1,Dimps Corporation,Sega,Sonic the Hedgehog 4 - Episode I (USA) (WiiWare).wad,46.5 MiB,544.0 GiB
Star Wars: The Force Unleashed,8.1,LucasArts,LucasArts,"Star Wars - The Force Unleashed (USA) (En,Fr).iso",4.4 GiB,548.4 GiB
Tiger Woods PGA Tour 09,8.1,EA Tiburon,Electronic Arts,Tiger Woods PGA Tour 10 (USA) (Rev 1).iso,4.4 GiB,552.8 GiB
You Don't Know Jack (2011),8.1,Jellyvision,THQ,You Don't Know Jack (USA).iso,4.4 GiB,557.2 GiB
A Boy and His Blob,8.0,WayForward,Majesco,"Boy and His Blob, A (USA).iso",4.4 GiB,561.6 GiB
Ben 10: Protector of Earth,8.0,High Voltage Software,D3Publisher,Ben 10 - Protector of Earth (USA).iso,4.4 GiB,565.9 GiB
Bit.Trip Core,8.0,Gaijin Games,Aksys Games,Bit. Trip Core (USA) (WiiWare).wad,41.3 MiB,566.0 GiB
Call of Duty: Black Ops,8.0,Treyarch,Activision,Call of Duty - Black Ops (USA).iso,4.4 GiB,570.3 GiB
de Blob 2,8.0,Blue Tongue Entertainment,THQ,"de Blob 2 (USA) (En,Fr).iso",4.4 GiB,574.7 GiB
EA Sports Active More Workouts,8.0,Electronic Arts,Electronic Arts,"EA Sports Active - More Workouts (USA) (En,Fr).iso",4.4 GiB,579.1 GiB
Final Fantasy Crystal Chronicles: My Life as a King,8.0,Square Enix,Square Enix,Final Fantasy Crystal Chronicles - My Life as a King (USA) (WiiWare) (DLC).wad,3.6 MiB,579.1 GiB
Fishing Resort,8.0,Prope,XSEED Games,Fishing Resort (USA).iso,4.4 GiB,583.5 GiB
Geometry Wars: Galaxies,8.0,Kuju Entertainment,Sierra Entertainment,Geometry Wars - Galaxies (USA).iso,4.4 GiB,587.9 GiB
Gummy Bears Minigolf,8.0,Beyond Reality,Storm City Games,"Gummy Bears - MiniGolf (USA) (En,Fr,Es).iso",4.4 GiB,592.2 GiB
Just Dance 3,8.0,Ubisoft,Ubisoft,"Just Dance 3 (USA) (En,Fr,Es) (Target Exclusive Edition) (Rev 1).iso",4.4 GiB,596.6 GiB
Mario & Sonic at the London 2012 Olympic Games,8.0,Sega Sports R&D,Sega,"Mario & Sonic at the London 2012 Olympic Games (USA) (En,Ja,Fr,Es).iso",4.4 GiB,601.0 GiB
Mario Sports Mix,8.0,Square Enix,Nintendo,"Mario Sports Mix (USA) (En,Fr,Es).iso",4.4 GiB,605.4 GiB
MLB Power Pros 2008,8.0,Konami,2K Sports,MLB Power Pros 2008 (USA).iso,4.4 GiB,609.7 GiB
NBA Jam (2010),8.0,EA Canada,EA Sports,NBA Jam (USA).iso,4.4 GiB,614.1 GiB
Red Steel 2,8.0,Ubisoft Paris,Ubisoft,"Red Steel 2 (USA) (En,Fr,Es).iso",4.4 GiB,618.5 GiB
Rock Band,8.0,Harmonix Music Systems,MTV Games,Rock Band (USA).iso,4.4 GiB,622.9 GiB
Sonic Colors,8.0,Sonic Team,Sega,"Sonic Colors (USA) (En,Ja,Fr,De,Es,It).iso",4.4 GiB,627.3 GiB
Tales of Monkey Island Chapter 3: Lair of the Leviathan,8.0,Telltale Games,Telltale Games,Tales of Monkey Island - Chapter 3 - Lair of the Leviathan (USA) (WiiWare).wad,43.6 MiB,627.3 GiB
The Dog Island,8.0,Yuke's,Ubisoft,"Job Island (Europe) (En,Fr,De,Es,It).iso",4.4 GiB,631.7 GiB
The House of the Dead: Overkill,8.0,Headstrong Games,Sega,"House of the Dead, The - Overkill (USA) (En,Fr,Es).iso",4.4 GiB,636.1 GiB
