title,score,developer,publisher,rom_name,size,running_total
Mafia,8.4,Illusion Softworks,Gathering,Mafia (USA).iso,3.8 GiB,896.5 GiB
Manhunt,8.4,Rockstar North,Rockstar Games,Manhunt (USA).iso,4.4 GiB,900.9 GiB
Mercenaries: Playground of Destruction,8.4,Pandemic Studios,LucasArts,Driven to Destruction (Europe).iso,1.8 GiB,902.7 GiB
NASCAR: Dirt to Daytona,8.4,Monster Games Inc.,Infogrames,NASCAR - Dirt to Daytona (USA).iso,2.7 GiB,905.4 GiB
NASCAR Thunder 2003,8.4,EA Sports,EA Sports,NASCAR Thunder 2003 (USA).iso,1.5 GiB,906.9 GiB
Nobunaga's Ambition: Rise to Power,8.4,Koei,Koei,Nobunaga's Ambition - Rise to Power (USA).iso,2.8 GiB,909.7 GiB
Odin Sphere,8.4,Vanillaware,Atlus,Odin Sphere (USA).iso,3.2 GiB,912.9 GiB
Phantom Brave,8.4,Nippon Ichi Software,NIS America,Phantom Brave (USA).iso,1.1 GiB,914.1 GiB
Psi-Ops: The Mindgate Conspiracy,8.4,Midway,Midway,Psi-Ops - The Mindgate Conspiracy (USA).iso,2.6 GiB,916.7 GiB
Quake III Revolution,8.4,Bullfrog Productions,Electronic Arts,Quake III - Revolution (USA).bin,711.0 MiB,917.4 GiB
Red Faction II,8.4,Volition Inc.,THQ,Red Faction II (USA).iso,2.1 GiB,919.4 GiB
Return to Castle Wolfenstein,8.4,Nerve Software,Activision,Return to Castle Wolfenstein - Operation Resurrection (USA).iso,2.2 GiB,921.7 GiB
Rumble Roses,8.4,Yuke's,Konami,Rumble Roses (USA).iso,3.2 GiB,924.9 GiB
"Sakura Wars: So Long, My Love",8.4,Idea Factory,NIS America,"Sakura Wars - So Long, My Love (USA) (Disc 2) (Japanese Voice Over).iso",14.3 GiB,939.2 GiB
Scooby-Doo! Unmasked,8.4,Artificial Mind and Movement,THQ,"Scooby-Doo! Unmasked (USA) (En,Fr).iso",1.2 GiB,940.4 GiB
SOCOM: U.S. Navy SEALs,8.4,Zipper Interactive,SCEA,SOCOM - U.S. Navy SEALs (USA) (v3.00).iso,3.3 GiB,943.6 GiB
Splashdown,8.4,Rainbow Studios,Infogrames,Splashdown (USA) (v2.01).iso,2.0 GiB,945.7 GiB
Spy Hunter,8.4,Paradigm Entertainment,Midway,SpyHunter (USA).iso,1.8 GiB,947.5 GiB
