title,score,developer,publisher,rom_name,size,running_total
Tube Slider,6.2,Nd Cube,NEC Interchannel,,,
Odama,6.2,Vivarium,Nintendo,Odama (USA) (Rev 1).iso,1.4 GiB,89.7 GiB
Kirby Air Ride,6.1,HAL Labs,Nintendo,Kirby Air Ride (USA).iso,1.4 GiB,91.1 GiB
Rave Master,6.0,Konami,Konami,Rave Master (USA).iso,1.4 GiB,92.5 GiB
Amazing Island,5.9,Hitmaker,Sega,Amazing Island (USA).iso,1.4 GiB,93.8 GiB
Virtua Striker 2002,5.8,Amusement Vision,Sega,Virtua Striker 2002 (USA).iso,1.4 GiB,95.2 GiB
Gotcha Force,5.6,Capcom,Capcom,Gotcha Force (USA).iso,1.4 GiB,96.5 GiB
Big Air Freestyle,5.6,Paradigm Entertainment,Infogrames,Big Air Freestyle (USA).iso,1.4 GiB,97.9 GiB
Pokemon Channel,5.5,Ambrella,Nintendo,Pokemon Channel (USA).iso,1.4 GiB,99.3 GiB
Bust-A-Move 3000,5.3,Taito Corporation,Ubisoft,Bust-A-Move 3000 (USA).iso,1.4 GiB,100.6 GiB
Medabots: Infinity,5.1,Natsume,Natsume,Medabots Infinity (USA) (Rev 1).iso,1.4 GiB,102.0 GiB
Disney's Magical Mirror Starring Mickey Mouse,5.0,Capcom,Nintendo,Disney's Magical Mirror Starring Mickey Mouse (USA).iso,1.4 GiB,103.3 GiB
Disney's Hide & Sneak,4.8,Capcom,Capcom,Disney's Hide & Sneak (USA) (Rev 1).iso,1.4 GiB,104.7 GiB
Yu-Gi-Oh! The Falsebound Kingdom,4.4,Konami,Konami,Yu-Gi-Oh! The Falsebound Kingdom (USA).iso,1.4 GiB,106.1 GiB
MC Groovz Dance Craze,4.2,Mad Catz,Mad Catz,MC Groovz Dance Craze (USA).iso,1.4 GiB,107.4 GiB
Universal Studios Theme Parks Adventure,3.9,Nai'a Digital Works,Kemco,Universal Studios Theme Park Adventure (USA).iso,1.4 GiB,108.8 GiB
"Disney/Pixar Monsters, Inc. Scream Arena",3.9,Radical Entertainment,THQ,"Disney-Pixar Monsters, Inc. - Scream Arena (USA).iso",1.4 GiB,110.1 GiB
Shrek Extra Large,3.6,Digital Illusions,TDK Mediactive,Shrek Extra Large (USA).iso,1.4 GiB,111.5 GiB
BeyBlade VForce: Super Tournament Battle,3.3,AI,Atari SA,Beyblade VForce - Super Tournament Battle (USA).iso,1.4 GiB,112.9 GiB
